;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0;0,8133549733364248;0,0009274287039183863;0,03095293299327614;0,010201715743102248;0,0034778576396939484;0,009042429863204266;0,017273359610479943;0,0006955715279387897;0,01286807326686761;0,00034778576396939483;0,012404358914908417;0,019939717134245305;0,011361001623000232;0,001623000231857176;0,04219800602828658;0,009042429863204266;0,0042893577556225365
1;0,08333333333333333;0,8055555555555556;0,0;0,0;0,0;0,0;0,0;0,0;0,08333333333333333;0,0;0,027777777777777776;0,0;0,0;0,0;0,0;0,0;0,0
2;0,050788091068301226;0,0;0,8248686514886164;0,0148861646234676;0,0008756567425569177;0,0008756567425569177;0,0;0,0;0,0;0,0008756567425569177;0,014010507880910683;0,0840630472854641;0,008756567425569177;0,0;0,0;0,0;0,0
3;0,12198795180722892;0,0;0,06626506024096386;0,6942771084337349;0,0015060240963855422;0,0;0,0;0,0;0,0;0,0;0,0015060240963855422;0,04819277108433735;0,06626506024096386;0,0;0,0;0,0;0,0
4;0,2328042328042328;0,0;0,1746031746031746;0,09523809523809523;0,1164021164021164;0,010582010582010581;0,047619047619047616;0,0;0,005291005291005291;0,0;0,015873015873015872;0,010582010582010581;0,291005291005291;0,0;0,0;0,0;0,0
5;0,3316062176165803;0,0;0,0025906735751295338;0,0025906735751295338;0,0;0,6450777202072538;0,007772020725388601;0,0;0,0;0,0;0,0;0,0051813471502590676;0,0051813471502590676;0,0;0,0;0,0;0,0
6;0,16267123287671234;0,0;0,0;0,0;0,00684931506849315;0,0017123287671232876;0,8287671232876712;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
7;0,3181818181818182;0,0;0,0;0,0;0,0;0,0;0,0;0,5454545454545454;0,13636363636363635;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
8;0,041884816753926704;0,002617801047120419;0,0;0,0;0,0;0,0;0,0;0,0;0,9554973821989529;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;0,06306306306306306;0,0;0,21235521235521235;0,001287001287001287;0,002574002574002574;0,001287001287001287;0,0;0,0;0,0;0,0;0,6422136422136422;0,011583011583011582;0,06563706563706563;0,0;0,0;0,0;0,0
11;0,1354378818737271;0,0;0,06466395112016293;0,01374745417515275;0,0025458248472505093;0,0005091649694501018;0,0;0,0;0,0005091649694501018;0,0;0,022912423625254582;0,7576374745417516;0,002036659877800407;0,0;0,0;0,0;0,0
12;0,1729957805907173;0,0;0,04852320675105485;0,006329113924050633;0,006329113924050633;0,002109704641350211;0,0;0,0;0,0;0,0;0,04219409282700422;0,014767932489451477;0,7046413502109705;0,0;0,0;0,0;0,002109704641350211
13;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
14;0,4683794466403162;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5138339920948617;0,017786561264822136;0,0
15;0,8928571428571429;0,0;0,0;0,0;0,0;0,0;0,02922077922077922;0,0;0,0;0,0;0,0;0,0;0,0;0,006493506493506494;0,01948051948051948;0,048701298701298704;0,003246753246753247
16;0,1891891891891892;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8108108108108109
